WKT,gml_id,area,conname,date_created,date_modified,objectid,refval,startd
"MULTIPOLYGON (((340279.52 399470.13,340281.87 399482.4,340273.13 399480.65,340266.14 399479.57,340260.19 399478.89,340259.35 399483.35,340255.8 399500.0,340253.1 399513.05,340252.25 399512.9,340245.59 399511.56,340244.71 399516.82,340242.8 399528.27,340241.6 399535.45,340241.37 399536.86,340234.15 399535.85,340224.25 399534.47,340222.65 399534.25,340212.55 399532.85,340208.3 399555.7,340206.41 399565.88,340205.86 399569.26,340205.15 399569.35,340204.75 399569.4,340203.6 399564.2,340202.85 399560.65,340202.3 399558.98,340201.7 399557.35,340200.35 399553.4,340198.1 399549.8,340192.44 399540.8,340186.63 399536.15,340186.41 399536.94,340172.5 399542.7,340171.45 399543.1,340157.75 399548.75,340154.3 399550.15,340146.55 399553.95,340145.74 399554.34,340138.55 399557.8,340137.75 399558.19,340131.68 399561.16,340130.41 399561.78,340127.2 399563.35,340124.46 399564.68,340122.75 399565.5,340121.87 399565.93,340117.4 399568.1,340114.92 399569.28,340110.05 399571.6,340105.68 399573.73,340105.85 399574.1,340104.11 399575.01,340097.65 399578.4,340090.7 399582.06,340084.55 399585.3,340079.65 399587.9,340077.27 399589.0,340076.85 399589.2,340070.15 399592.25,340064.7 399594.85,340045.75 399557.8,340042.6 399551.55,340046.05 399550.0,340055.35 399545.2,340066.65 399539.5,340085.15 399530.3,340101.0 399522.05,340104.44 399520.31,340100.38 399511.77,340094.79 399500.0,340092.62 399495.84,340089.24 399488.68,340088.32 399486.92,340087.03 399484.44,340077.73 399464.85,340083.9 399461.65,340085.39 399460.88,340091.96 399457.46,340098.05 399454.3,340098.15 399454.5,340106.35 399450.31,340113.06 399446.88,340118.16 399444.28,340118.6 399444.05,340119.81 399443.43,340127.23 399439.61,340133.62 399436.33,340136.7 399434.75,340138.75 399438.6,340142.22 399436.85,340148.35 399433.75,340154.7 399430.35,340155.26 399430.18,340157.9 399429.35,340158.43 399428.9,340161.2 399426.54,340161.26 399428.85,340161.38 399431.5,340161.52 399434.35,340161.65 399437.15,340167.2 399436.95,340169.65 399436.86,340172.6 399436.74,340175.05 399436.65,340180.3 399436.45,340182.0 399436.39,340183.25 399436.35,340193.45 399436.01,340206.9 399435.55,340205.95 399427.04,340205.87 399426.31,340205.4 399422.05,340205.35 399421.64,340204.77 399416.77,340204.72 399416.35,340204.25 399412.35,340204.04 399410.9,340203.41 399406.6,340203.24 399405.5,340203.2 399405.2,340202.22 399399.89,340201.45 399395.72,340201.26 399394.69,340200.4 399390.05,340201.05 399389.85,340203.43 399389.6,340208.68 399389.03,340214.12 399388.45,340219.66 399387.86,340225.01 399387.29,340230.71 399386.68,340236.05 399386.11,340243.19 399385.34,340246.4 399385.0,340256.3 399383.73,340267.45 399382.3,340268.08 399386.58,340269.0 399392.8,340269.41 399395.75,340271.15 399408.25,340271.25 399410.35,340273.4 399419.85,340276.1 399432.8,340276.04 399432.98,340275.85 399433.55,340275.15 399435.1,340274.6 399436.7,340274.55 399436.85,340274.2 399438.3,340273.95 399439.8,340273.85 399441.4,340273.9 399443.0,340273.91 399443.12,340273.95 399443.6,340274.74 399447.85,340275.29 399450.72,340276.06 399453.79,340276.25 399453.75,340276.55 399455.0,340277.3 399454.85,340277.75 399457.0,340277.15 399457.35,340277.25 399457.95,340278.15 399458.7,340278.55 399460.65,340277.95 399461.35,340278.0 399461.65,340278.7 399461.5,340279.15 399463.6,340278.25 399463.8,340279.25 399468.55,340279.52 399470.13)))",inspire_conservationarea,24604.704,North Park Road Conservation Area                                               ,2006-08-17Z,2006-08-17Z,1480,06/0001/CONS        ,2006-06-30Z
"MULTIPOLYGON (((340168.1 399246.6,340169.55 399251.3,340171.65 399258.3,340176.2 399275.15,340176.25 399275.6,340175.8 399277.6,340182.0 399303.3,340177.57 399305.86,340167.8 399311.35,340167.59 399311.47,340162.9 399314.0,340161.79 399314.58,340152.0 399319.65,340150.45 399320.45,340140.68 399325.52,340135.8 399328.05,340134.65 399328.65,340125.25 399334.78,340123.45 399335.95,340123.32 399335.72,340112.06 399341.33,340104.05 399345.33,340102.6 399346.05,340095.36 399349.88,340094.85 399350.15,340092.55 399351.3,340085.29 399354.98,340084.35 399355.45,340081.1 399357.1,340076.78 399359.31,340074.65 399360.4,340069.99 399362.78,340065.75 399364.95,340059.8 399368.25,340055.0 399371.15,340051.6 399373.05,340050.1 399370.7,340046.97 399366.07,340046.75 399365.95,340040.75 399354.8,340030.84 399335.53,340028.15 399330.4,340022.95 399320.15,340018.45 399312.1,340017.77 399310.79,340015.55 399306.5,340010.51 399297.14,340009.83 399297.51,340002.45 399284.15,340000.0 399279.7,339999.35 399278.8,339995.17 399271.15,339993.3 399267.9,340000.0 399264.23,340000.33 399264.05,340007.96 399259.86,340009.91 399258.79,340010.6 399260.15,340019.22 399255.42,340019.74 399254.03,340031.72 399248.35,340040.74 399243.53,340046.39 399240.51,340049.6 399239.14,340057.74 399235.78,340064.26 399232.15,340063.85 399231.4,340063.79 399230.89,340066.3 399229.57,340080.14 399222.28,340097.26 399213.22,340097.48 399212.16,340095.32 399211.32,340098.7 399205.41,340100.0 399205.75,340106.05 399208.9,340113.85 399212.8,340132.5 399222.1,340152.15 399231.45,340158.8 399234.6,340165.25 399237.59,340166.48 399241.49,340168.1 399246.6)))",inspire_conservationarea,18212.953,South Park Road Conservation Area                                               ,2006-08-17Z,2006-10-30Z,1481,06/0002/CONS        ,2006-06-30Z
"MULTIPOLYGON (((339862.86 397904.76,339863.8 397903.65,339866.0 397901.05,339868.8 397897.7,339871.3 397894.8,339874.25 397891.35,339876.8 397888.25,339879.25 397885.25,339881.7 397882.2,339884.15 397879.0,339886.3 397876.25,339888.35 397873.45,339890.4 397870.85,339892.6 397867.55,339895.15 397863.6,339896.15 397862.15,339897.1 397860.7,339898.05 397859.0,339898.9 397857.3,339900.65 397853.75,339901.35 397852.1,339902.05 397850.4,339903.6 397846.55,339904.2 397844.8,339904.75 397843.05,339906.9 397834.45,339908.25 397829.25,339909.7 397824.1,339911.25 397818.35,339912.8 397812.65,339913.95 397808.3,339915.35 397803.3,339917.4 397795.55,339918.45 397791.55,339919.65 397786.65,339920.75 397782.65,339922.1 397777.5,339922.5 397775.45,339923.4 397770.95,339925.15 397761.05,339925.3 397759.3,339925.4 397757.5,339925.45 397755.8,339925.4 397754.15,339925.25 397752.8,339925.0 397751.5,339924.65 397750.15,339924.2 397748.85,339923.65 397747.45,339923.05 397746.1,339922.35 397744.6,339921.55 397743.1,339920.35 397741.15,339918.85 397738.9,339916.8 397736.35,339913.71 397732.5,339919.5 397720.9,339911.5 397696.8,339911.0 397695.65,339910.4 397693.85,339909.85 397692.1,339910.55 397687.5,339910.75 397686.3,339911.15 397685.0,339912.05 397682.1,339913.75 397677.35,339915.2 397673.0,339916.65 397668.9,339916.95 397668.25,339917.35 397667.55,339918.8 397666.3,339919.5 397665.75,339921.35 397664.8,339922.2 397664.4,339923.1 397664.05,339924.0 397663.75,339924.9 397663.5,339926.75 397663.2,339927.15 397663.15,339927.6 397663.1,339928.15 397663.15,339928.7 397663.25,339931.45 397663.95,339934.95 397664.95,339938.5 397665.95,339942.75 397667.2,339947.05 397668.45,339952.1 397669.9,339956.75 397671.25,339961.4 397672.55,339966.35 397673.9,339970.0 397675.05,339974.4 397676.3,339979.25 397677.7,339983.8 397679.0,339988.75 397680.5,339992.1 397681.4,339995.65 397682.5,340000.0 397684.1,340004.75 397685.85,340007.85 397686.75,340009.5 397687.25,340013.4 397688.65,340018.9 397690.65,340024.35 397692.5,340030.1 397694.5,340036.5 397696.75,340042.47 397698.95,340044.03 397699.53,340046.62 397700.49,340046.8 397700.55,340040.7 397706.91,340036.7 397710.6,340032.4 397714.2,340029.75 397716.35,340028.2 397717.6,340026.6 397718.85,340025.15 397719.9,340023.6 397720.9,340021.85 397721.85,340020.0 397722.65,340014.4 397725.35,340006.35 397729.0,340001.7 397731.1,340000.0 397731.9,339994.2 397734.5,339989.7 397736.6,339985.6 397738.5,339983.62 397739.45,339981.0 397740.7,339975.75 397743.1,339971.05 397745.1,339965.25 397747.8,339962.42 397749.05,339962.05 397754.1,339961.1 397765.45,339960.65 397769.9,339960.45 397773.4,339960.35 397775.35,339960.3 397776.1,339960.3 397776.9,339960.35 397777.5,339960.43 397778.2,339960.7 397779.1,339960.75 397779.35,339960.8 397779.65,339960.8 397780.0,339960.7 397780.35,339960.4 397782.16,339960.25 397783.1,339959.9 397785.7,339959.45 397789.85,339959.05 397793.45,339958.9 397796.2,339958.6 397800.25,339958.35 397804.7,339958.15 397808.35,339957.95 397811.1,339957.94 397811.4,339957.75 397817.4,339957.8 397820.65,339957.9 397824.45,339957.95 397827.85,339958.05 397829.8,339958.05 397830.6,339958.15 397831.1,339958.3 397831.6,339959.0 397833.5,339959.85 397835.25,339960.5 397836.35,339961.45 397837.85,339963.55 397840.85,339965.2 397843.3,339967.0 397845.85,339969.7 397849.95,339971.45 397852.6,339973.45 397855.6,339975.9 397859.2,339978.45 397863.2,339980.95 397866.8,339981.19 397867.16,339983.4 397870.5,339985.5 397873.7,339987.65 397877.0,339989.9 397880.25,339991.7 397882.95,339994.0 397886.25,339995.8 397889.1,339997.45 397891.55,340000.0 397895.55,340001.2 397897.5,340003.4 397900.85,340004.36 397902.29,340010.4 397911.35,340016.05 397919.85,340019.8 397925.6,340021.35 397924.5,340025.9 397921.15,340031.25 397917.15,340036.9 397913.1,340042.85 397908.7,340049.3 397904.05,340052.3 397908.25,340057.05 397915.15,340062.65 397923.0,340068.45 397931.45,340075.4 397941.35,340075.0 397941.65,340073.05 397942.95,340039.7 397942.7,340031.85 397943.7,340025.25 397944.6,340018.4 397945.45,340009.75 397946.55,340000.0 397947.7,339998.15 397947.95,339985.49 397940.86,339981.1 397943.9,339976.3 397947.15,339971.3 397950.5,339966.1 397953.9,339961.6 397956.95,339959.45 397956.25,339951.5 397944.45,339946.15 397936.2,339912.85 397962.2,339909.95 397964.3,339904.25 397957.1,339901.3 397953.3,339897.65 397948.95,339890.75 397939.95,339887.7 397936.2,339883.3 397930.7,339879.25 397925.5,339874.6 397919.75,339869.47 397913.28,339862.86 397904.76)))",inspire_conservationarea,25009.565,Ingoe Lane Conservation Area                                                    ,2006-08-17Z,2006-08-17Z,1482,06/0003/CONS        ,2006-06-30Z
"MULTIPOLYGON (((341004.75 398979.5,341002.55 398985.8,341000.0 398992.45,340997.15 399000.0,340994.89 399006.35,340994.8 399006.6,340991.47 399005.12,340988.9 399012.09,340986.84 399017.67,340985.34 399021.85,340981.83 399031.66,340978.19 399041.84,340961.2 399039.25,340954.6 399038.24,340943.52 399036.34,340939.58 399035.66,340933.85 399034.79,340923.84 399033.28,340905.52 399030.52,340869.5 399025.2,340855.7 399022.95,340844.35 399021.05,340834.1 399019.5,340824.15 399017.9,340814.35 399016.35,340800.4 399014.35,340800.11 399014.31,340796.91 399013.84,340782.45 399011.68,340687.85 398999.89,340687.45 399000.0,340677.85 399002.75,340662.45 399007.45,340644.8 399012.8,340625.86 399018.44,340625.65 399018.5,340625.23 399018.71,340624.59 399019.02,340622.37 399020.13,340618.5 399022.04,340618.22 399022.18,340615.3 399023.62,340615.2 399023.4,340614.9 399022.95,340614.65 399022.45,340614.35 399021.8,340614.15 399021.1,340613.8 399019.55,340613.6 399018.75,340613.2 399017.85,340607.85 399007.55,340621.2 399001.1,340623.25 399000.0,340624.15 398999.5,340626.8 398998.1,340640.05 398991.35,340648.85 398987.0,340651.85 398985.4,340662.15 398980.2,340672.6 398975.0,340674.5 398974.0,340674.7 398974.35,340678.85 398972.9,340689.15 398967.6,340691.1 398966.5,340695.6 398964.05,340701.7 398960.25,340705.9 398957.65,340712.25 398953.55,340719.4 398948.8,340737.32 398933.38,340745.35 398927.3,340747.5 398925.7,340752.79 398920.34,340757.68 398915.38,340759.2 398913.85,340762.53 398910.58,340765.05 398909.55,340771.45 398903.05,340793.4 398881.1,340803.65 398870.85,340829.65 398845.0,340839.34 398835.22,340844.7 398830.0,340845.7 398829.2,340846.9 398828.4,340848.15 398827.75,340849.5 398827.25,340850.85 398826.85,340852.15 398826.6,340853.55 398826.5,340855.0 398826.55,340867.65 398827.08,340898.95 398828.4,340901.25 398828.85,340903.9 398829.6,340906.5 398830.5,340907.9 398831.05,340910.4 398832.2,340912.8 398833.55,340913.28 398833.86,340922.15 398839.55,340930.7 398845.15,340946.8 398855.8,340958.0 398862.45,340961.45 398864.41,340963.22 398865.41,340968.6 398868.45,340973.55 398871.15,341001.98 398885.41,340999.3 398886.9,340970.56 398898.43,340970.45 398903.9,340970.25 398922.7,340969.35 398935.9,340969.55 398949.45,340969.58 398980.63,341004.75 398979.5)))",inspire_conservationarea,44158.668,Old Hall Lane Conservation Area                                                 ,2006-08-17Z,2006-08-17Z,1483,06/0004/CONS        ,2006-06-30Z
"MULTIPOLYGON (((341555.55 397010.85,341529.46 397025.03,341529.3 397024.8,341519.81 397030.01,341505.8 397037.7,341505.9 397037.85,341500.0 397040.8,341494.85 397043.5,341488.9 397046.85,341479.97 397051.89,341476.69 397053.74,341468.54 397058.34,341460.88 397062.67,341454.8 397066.1,341453.3 397066.96,341445.15 397071.6,341437.2 397076.1,341429.4 397080.5,341420.11 397085.62,341419.15 397086.15,341414.15 397088.9,341409.8 397091.3,341405.5 397093.95,341405.0 397094.3,341404.55 397094.6,341404.15 397094.95,341403.45 397095.65,341403.15 397096.0,341402.95 397096.35,341402.9 397096.45,341402.7 397097.25,341395.0 397109.15,341389.8 397112.45,341375.25 397121.8,341362.8 397129.9,341344.3 397141.7,341326.3 397153.45,341312.45 397162.4,341312.02 397163.1,341311.2 397164.45,341308.8 397168.5,341298.45 397170.7,341290.99 397172.71,341289.35 397173.15,341285.34 397174.24,341284.2 397174.6,341282.76 397174.99,341281.45 397175.35,341276.45 397176.7,341273.7 397176.35,341267.75 397177.4,341261.19 397178.26,341253.6 397179.25,341246.86 397180.12,341242.82 397159.44,341252.4 397157.4,341257.6 397156.3,341263.3 397155.0,341272.75 397152.6,341271.11 397148.05,341271.0 397147.75,341266.55 397135.15,341262.2 397123.05,341257.95 397111.6,341257.89 397111.41,341261.55 397106.45,341263.2 397104.4,341267.9 397101.5,341273.6 397097.95,341278.91 397094.78,341280.8 397093.65,341283.8 397091.9,341290.3 397090.85,341293.2 397090.35,341293.7 397090.25,341295.9 397089.85,341296.5 397089.75,341297.6 397089.45,341298.2 397089.25,341298.75 397089.05,341299.3 397088.8,341300.35 397088.5,341301.15 397088.2,341301.6 397087.95,341302.6 397087.45,341303.5 397087.15,341303.95 397086.95,341304.55 397086.65,341304.8 397086.45,341305.05 397086.3,341305.35 397086.1,341305.6 397085.95,341305.9 397085.8,341306.2 397085.6,341306.5 397085.45,341306.7 397085.25,341306.9 397085.1,341307.1 397084.9,341309.8 397082.4,341313.2 397079.0,341317.25 397075.05,341320.85 397074.2,341323.5 397073.45,341326.7 397072.9,341328.75 397072.55,341330.75 397072.45,341334.45 397072.5,341350.45 397073.3,341378.77 397061.66,341384.13 397076.1,341388.85 397074.45,341392.88 397073.15,341396.7 397070.65,341406.9 397063.55,341416.38 397057.08,341418.28 397055.98,341419.97 397055.0,341430.1 397049.17,341430.65 397048.85,341446.8 397039.5,341451.02 397037.09,341454.5 397035.1,341459.15 397032.45,341470.6 397025.8,341481.21 397019.76,341482.97 397018.76,341483.95 397018.2,341484.89 397017.7,341487.6 397016.25,341493.5 397012.95,341500.0 397009.45,341514.28 397001.47,341516.9 397000.0,341529.35 396992.65,341552.35 396979.3,341554.1 396978.32,341574.0 396967.1,341593.45 396955.85,341597.64 396953.6,341597.55 396953.35,341608.24 396948.04,341635.95 396934.3,341650.3 396939.75,341660.82 396943.56,341667.66 396951.2,341664.37 396953.39,341661.0 396955.65,341657.65 396957.8,341656.9 396958.35,341647.15 396963.65,341639.6 396967.5,341636.5 396969.06,341632.56 396971.04,341631.95 396971.35,341625.21 396974.67,341621.5 396976.5,341617.94 396978.36,341617.14 396978.78,341612.5 396981.2,341604.8 396984.8,341589.85 396992.5,341578.45 396998.55,341576.05 397000.0,341555.55 397010.85)))",inspire_conservationarea,18108.504,Ribblers Lane Conservation Area                                                 ,2006-08-17Z,2006-08-17Z,1484,06/0005/CONS        ,2006-06-30Z
